tokens,qtd_tokens,d365_trades,d365_winrate,d365_pnl_usd,d365_max_drawdown_usd,d365_profit_factor,d90_trades,d90_winrate,d90_pnl_usd,d90_max_drawdown_usd,d90_profit_factor,d30_trades,d30_winrate,d30_pnl_usd,d30_max_drawdown_usd,d30_profit_factor,score_robustez
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,184,73.91304347826086,4859.0,-862.0,1.5593415448371128,55,76.36363636363637,1105.0,-862.0,1.3632478632478633,20,75.0,345.0,-601.0,1.294871794871795,20.51582771084502
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,10,253,73.91304347826086,6426.0,-968.0,1.5272182795257825,74,75.67567567567568,1472.5,-766.0,1.3601565366271249,24,70.83333333333334,79.0,-766.0,1.0482295482295483,21.70197307780232
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,10,253,73.91304347826086,6236.0,-1032.0,1.5011854530841873,73,75.34246575342466,1371.5,-1032.0,1.3354531001589824,25,72.0,180.0,-835.0,1.10989010989011,21.463613088581507
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,8,207,73.91304347826086,4855.5,-1111.5,1.465978886756238,59,74.57627118644068,1057.5,-936.0,1.3122693045917615,20,70.0,10.0,-936.0,1.0071225071225072,19.83009679390436
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,184,73.91304347826086,4641.5,-886.0,1.5205225972860827,54,74.07407407407408,792.5,-835.0,1.2513877874702617,21,71.42857142857143,111.0,-702.0,1.079059829059829,19.942459220244444
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,6,161,73.91304347826086,3591.0,-968.0,1.4318960851524445,45,73.33333333333333,648.5,-936.0,1.241571987334699,14,71.42857142857143,74.0,-936.0,1.079059829059829,18.68429567107377
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,226,73.89380530973452,5850.0,-1101.0,1.544464609800363,65,80.0,2238.5,-468.0,1.7670035977385643,21,76.19047619047619,446.0,-367.0,1.3811965811965812,21.492368950297628
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,226,73.89380530973452,6154.5,-766.0,1.6029980894527998,70,78.57142857142857,2073.5,-532.0,1.6122840690978886,24,70.83333333333334,79.0,-532.0,1.0482295482295483,21.851116715664347
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,226,73.89380530973452,6247.5,-949.5,1.6037982023775008,64,76.5625,1467.5,-761.0,1.4333382548353757,19,73.68421052631578,244.0,-601.0,1.2085470085470085,21.803514259666738
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,9,226,73.89380530973452,5444.0,-1125.0,1.4841047530123161,63,76.19047619047619,1461.5,-601.0,1.4315665141001033,22,72.72727272727273,212.0,-601.0,1.150997150997151,20.638372729873215
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,203,73.89162561576354,5193.5,-1229.0,1.5317667536988686,62,74.19354838709677,807.0,-1229.0,1.2155448717948718,24,70.83333333333334,79.0,-697.0,1.0482295482295483,20.13677340129673
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,180,73.88888888888889,4533.5,-1588.5,1.5197775739509287,47,85.1063829787234,2525.5,-243.5,2.6675470452294485,15,86.66666666666667,845.0,-234.0,2.8055555555555554,20.44231894510932
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,180,73.88888888888889,4838.0,-1252.5,1.5911534701857282,52,82.6923076923077,2360.5,-367.0,2.190668348045397,18,77.77777777777779,478.0,-367.0,1.5106837606837606,20.58904663257889
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,180,73.88888888888889,5311.0,-608.0,1.6739420087557897,52,80.76923076923077,1930.5,-431.0,1.8709677419354838,16,75.0,276.0,-266.0,1.294871794871795,21.554292436106216
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,7,180,73.88888888888889,4279.5,-1404.5,1.4767713903743316,50,80.0,1823.5,-477.5,1.8226934355966613,17,76.47058823529412,377.0,-468.0,1.4027777777777777,19.564189691027927
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,180,73.88888888888889,4970.0,-798.0,1.6020958265188685,53,79.24528301886792,1696.5,-798.0,1.6923076923076923,18,72.22222222222221,143.0,-601.0,1.1222222222222222,20.736359977462264
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,7,180,73.88888888888889,4584.0,-866.5,1.5432566958995022,55,78.18181818181819,1658.5,-702.0,1.6178059228906687,20,70.0,10.0,-702.0,1.0071225071225072,20.0587364938793
10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,180,73.88888888888889,4179.5,-1584.5,1.4572757111597374,49,75.51020408163265,1052.5,-601.0,1.392065561557087,16,75.0,276.0,-601.0,1.294871794871795,18.96667480413026
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,157,73.88535031847134,4283.0,-702.0,1.5913295595747619,46,82.6086956521739,1871.0,-532.0,1.999465811965812,17,82.35294117647058,712.0,-367.0,2.0142450142450143,20.80894643285412
03:48|BUY|Tuesday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,157,73.88535031847134,4360.0,-702.0,1.608428691041027,45,75.55555555555556,765.0,-633.0,1.2972027972027973,15,73.33333333333333,175.0,-468.0,1.186965811965812,20.099408167332605
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,157,73.88535031847134,3929.0,-963.0,1.5128573293303746,48,72.91666666666666,398.0,-963.0,1.130834976988823,18,72.22222222222221,143.0,-665.0,1.1222222222222222,19.12433680562195
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,5,134,73.88059701492537,3740.5,-825.5,1.6119928010471205,37,81.08108108108108,1515.5,-633.0,2.0006602839220866,12,75.0,207.0,-367.0,1.294871794871795,19.719106556593708
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,5,134,73.88059701492537,3015.0,-1170.0,1.4388326904883195,36,80.55555555555556,1414.5,-468.0,1.9339716077913502,11,81.81818181818183,441.0,-468.0,1.9423076923076923,18.790579260667727
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,5,134,73.88059701492537,3319.5,-835.0,1.5242005527043032,41,78.04878048780488,1249.5,-702.0,1.630264817150063,14,71.42857142857143,74.0,-702.0,1.079059829059829,18.870627850015655
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,10,245,73.87755102040816,6184.5,-1335.5,1.523046346414073,72,77.77777777777779,1940.5,-532.0,1.535975693964922,25,72.0,180.0,-500.0,1.10989010989011,21.24869033734378
03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,222,73.87387387387388,6390.0,-1318.5,1.660943318163012,60,81.66666666666667,2403.5,-601.0,1.9808202407671904,18,72.22222222222221,143.0,-601.0,1.1222222222222222,21.81427514999484
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,4,111,73.87387387387388,3195.5,-745.5,1.6526090064331664,32,81.25,1127.0,-468.0,1.8027065527065527,10,80.0,340.0,-234.0,1.7264957264957266,19.552496393820554
03:48|BUY|Tuesday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,222,73.87387387387388,5878.0,-746.5,1.5675114651218924,61,80.32786885245902,2151.5,-601.0,1.8014527845036319,22,72.72727272727273,212.0,-601.0,1.150997150997151,21.73915593149587
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,9,222,73.87387387387388,5589.5,-867.0,1.529133336488853,66,77.27272727272727,1764.5,-798.0,1.5210394212313598,20,70.0,10.0,-798.0,1.0071225071225072,21.002657087512606
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,199,73.86934673366834,5671.5,-895.5,1.637032460968213,55,81.81818181818183,2233.5,-468.0,2.0076697496052334,16,81.25,611.0,-266.0,1.8703703703703705,21.953376225244142
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,8,199,73.86934673366834,4868.0,-1194.0,1.4966586746926491,54,81.48148148148148,2227.5,-477.5,2.0049627791563274,19,78.94736842105263,579.0,-367.0,1.6185897435897436,20.57903584318619
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,8,199,73.86934673366834,5172.5,-1050.5,1.5583742645868193,59,79.66101694915254,2062.5,-633.0,1.7682994971130563,22,72.72727272727273,212.0,-601.0,1.150997150997151,20.686723421774918
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,199,73.86934673366834,5645.5,-985.5,1.630078125,59,77.96610169491525,1632.5,-899.0,1.5593626863114614,20,70.0,10.0,-633.0,1.0071225071225072,21.075317883112596
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,199,73.86934673366834,4920.0,-1202.0,1.5062509646550393,58,77.58620689655173,1531.5,-468.0,1.5247558677402775,19,73.68421052631578,244.0,-367.0,1.2085470085470085,20.174706509165247
03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,199,73.86934673366834,5317.5,-1049.5,1.5704859993562923,57,73.68421052631578,760.5,-862.0,1.2245681381957774,17,70.58823529411765,42.0,-601.0,1.035897435897436,20.439042963744797
10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,8,199,73.86934673366834,4514.0,-1315.5,1.4417045843730123,56,73.21428571428571,754.5,-660.0,1.222796397460505,20,70.0,10.0,-601.0,1.0071225071225072,19.187853543454132
03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,3,88,73.86363636363636,2476.0,-1017.5,1.6179957568950456,23,82.6086956521739,1106.5,-266.0,2.361846153846154,6,83.33333333333334,271.0,-234.0,2.158119658119658,18.759960842534042
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,176,73.86363636363636,4617.5,-1000.0,1.5548212676479423,53,79.24528301886792,1573.0,-1000.0,1.6111111111111112,21,76.19047619047619,446.0,-601.0,1.3811965811965812,20.330472864478782
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,176,73.86363636363636,4604.5,-963.0,1.5503496085579394,54,72.22222222222221,334.0,-963.0,1.0951566951566951,20,70.0,10.0,-798.0,1.0071225071225072,19.689324356032685
10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,6,153,73.8562091503268,3603.5,-1653.5,1.4682302494802495,40,82.5,1818.5,-376.5,2.2007263123142953,13,84.61538461538461,643.0,-234.0,2.373931623931624,19.15962039528216
10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,6,153,73.8562091503268,3908.0,-1454.5,1.5459625593741269,45,80.0,1653.5,-468.0,1.8340479192938208,16,75.0,276.0,-468.0,1.294871794871795,19.13508347440681
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Sunday,6,153,73.8562091503268,3690.5,-1128.0,1.4871304118268216,42,78.57142857142857,1350.5,-477.5,1.6812105926860026,13,76.92307692307693,308.0,-367.0,1.4387464387464388,19.209976601584778
03:48|BUY|Monday ; 03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,153,73.8562091503268,4381.0,-682.5,1.639142169377781,45,77.77777777777779,1223.5,-532.0,1.551996390706068,14,71.42857142857143,74.0,-367.0,1.079059829059829,20.18358054472792
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,6,153,73.8562091503268,3349.5,-1239.5,1.421320754716981,43,76.74418604651163,1116.5,-610.5,1.5037220843672456,15,73.33333333333333,175.0,-468.0,1.186965811965812,18.42081763874191
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,218,73.85321100917432,6006.0,-1273.0,1.6016528925619835,62,79.03225806451613,1935.5,-899.0,1.663183142025013,20,75.0,345.0,-500.0,1.294871794871795,21.42158689670522
03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,195,73.84615384615385,5814.0,-1286.5,1.7069552529182879,51,88.23529411764706,3169.5,-367.0,3.4752049980476376,15,80.0,510.0,-367.0,1.7264957264957266,22.030835343416026
03:48|BUY|Tuesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,5,130,73.84615384615385,3784.0,-555.5,1.6613072352324363,36,83.33333333333334,1531.0,-500.0,2.0904558404558404,12,83.33333333333334,542.0,-468.0,2.158119658119658,20.607755953181158
03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,130,73.84615384615385,3353.0,-766.0,1.5393276499919575,39,79.48717948717949,1164.0,-633.0,1.6217948717948718,15,80.0,510.0,-468.0,1.7264957264957266,19.485302008966315
03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,195,73.84615384615385,4948.0,-948.5,1.530247012806087,54,77.77777777777779,1444.5,-601.0,1.5380890296144534,20,70.0,10.0,-601.0,1.0071225071225072,20.30325128631036
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,130,73.84615384615385,3530.0,-1123.0,1.5906961178045516,39,76.92307692307693,829.0,-734.0,1.3936372269705604,14,71.42857142857143,74.0,-367.0,1.079059829059829,18.799893920002354
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|SELL|Monday,5,130,73.84615384615385,3440.0,-757.5,1.5642119074954897,41,75.60975609756098,696.0,-723.0,1.2974358974358975,15,73.33333333333333,175.0,-532.0,1.186965811965812,19.078481763655592
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,9,237,73.83966244725738,6353.5,-962.0,1.575029414426645,70,78.57142857142857,2073.5,-601.0,1.6122840690978886,24,75.0,414.0,-601.0,1.294871794871795,22.02906708772381
03:48|SELL|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,172,73.83720930232558,4741.5,-916.5,1.601942363844103,48,79.16666666666666,1526.5,-532.0,1.6886983983758177,14,78.57142857142857,409.0,-367.0,1.5826210826210827,20.69756805598142
10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,172,73.83720930232558,3938.0,-1283.5,1.4487493590108826,47,78.72340425531915,1520.5,-610.5,1.6859914279269117,17,76.47058823529412,377.0,-468.0,1.4027777777777777,19.246669913774106
10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,172,73.83720930232558,4242.5,-1252.5,1.5150227617602428,52,76.92307692307693,1355.5,-734.0,1.5049357422238778,20,70.0,10.0,-702.0,1.0071225071225072,19.234897538146644
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,172,73.83720930232558,4535.5,-1044.0,1.5598345985311362,50,76.0,935.0,-867.0,1.332977207977208,14,71.42857142857143,74.0,-601.0,1.079059829059829,19.806484100192268
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|SELL|Sunday,7,172,73.83720930232558,4025.0,-1404.5,1.4650222401940962,49,75.51020408163265,1052.5,-711.5,1.392065561557087,17,70.58823529411765,42.0,-367.0,1.035897435897436,18.77416513921417
03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,214,73.83177570093457,6148.5,-1043.0,1.6608803138603752,58,84.48275862068965,2871.5,-734.0,2.4484237074401007,19,73.68421052631578,244.0,-601.0,1.2085470085470085,22.057906341304104
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|SELL|Monday,8,214,73.83177570093457,6058.5,-886.5,1.6428457743116345,60,83.33333333333334,2738.5,-564.0,2.235506429054816,20,75.0,345.0,-564.0,1.294871794871795,22.114690011071758
03:48|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,4,107,73.83177570093457,2810.5,-815.5,1.5525953598112465,30,76.66666666666667,808.5,-734.0,1.533839551006933,10,70.0,5.0,-367.0,1.0071225071225072,18.264106263238038
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,10,256,73.828125,6688.0,-884.5,1.5514284536422476,77,76.62337662337663,1775.5,-825.0,1.434266846031552,28,71.42857142857143,148.0,-601.0,1.079059829059829,22.140338356239653
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,6,149,73.8255033557047,4019.0,-953.5,1.5813263903956027,41,85.36585365853658,2254.5,-367.0,2.7606403748535726,10,80.0,340.0,-266.0,1.7264957264957266,20.2976694088929
03:48|BUY|Tuesday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,149,73.8255033557047,4118.5,-867.0,1.6055281923105198,43,79.06976744186046,1233.0,-867.0,1.5854700854700854,16,75.0,276.0,-601.0,1.294871794871795,19.94306689997401
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,149,73.8255033557047,4028.5,-633.0,1.5819429396894185,45,77.77777777777779,1100.0,-633.0,1.4700854700854702,17,76.47058823529412,377.0,-601.0,1.4027777777777777,20.072411575913485
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,149,73.8255033557047,3877.5,-734.0,1.5505857294994676,47,76.59574468085107,967.0,-734.0,1.3756798756798756,18,72.22222222222221,143.0,-734.0,1.1222222222222222,19.517534410223597
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,149,73.8255033557047,3687.5,-1101.0,1.505379291441102,46,76.08695652173914,866.0,-1101.0,1.3364413364413363,19,73.68421052631578,244.0,-702.0,1.2085470085470085,18.96298797941432
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,191,73.82198952879581,5417.0,-858.5,1.6311680745703467,54,77.77777777777779,1462.5,-633.0,1.5447941888619854,16,75.0,276.0,-266.0,1.294871794871795,21.21075591633882
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,191,73.82198952879581,5266.0,-825.0,1.6051134731399024,56,76.78571428571429,1329.5,-734.0,1.45554223059791,17,70.58823529411765,42.0,-734.0,1.035897435897436,20.797009905011084
03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,191,73.82198952879581,5076.0,-1039.0,1.5667392396583486,55,76.36363636363637,1228.5,-1000.0,1.4209354120267261,18,72.22222222222221,143.0,-601.0,1.1222222222222222,20.41523112183086
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|SELL|Monday,9,233,73.8197424892704,6393.0,-1018.0,1.6086252856054837,67,80.59701492537313,2440.5,-867.0,1.836217234880932,24,70.83333333333334,79.0,-734.0,1.0482295482295483,21.937116947467846
